frame,timestamp,confidence,success,pose_Tx,pose_Ty,pose_Tz,pose_Rx,pose_Ry,pose_Rz,gaze_0_x,gaze_0_y,gaze_0_z,gaze_1_x,gaze_1_y,gaze_1_z,gaze_angle_x,gaze_angle_y,AU01_r,AU02_r,AU04_r,AU05_r,AU06_r,AU07_r,AU09_r,AU10_r,AU12_r,AU14_r,AU15_r,AU17_r,AU20_r,AU23_r,AU25_r,AU26_r,AU45_r,AU01_c,AU02_c,AU04_c,AU05_c,AU06_c,AU07_c,AU09_c,AU10_c,AU12_c,AU14_c,AU15_c,AU17_c,AU20_c,AU23_c,AU25_c,AU26_c,AU28_c,AU45_c
1738,57.9,0.98,1,10.3,43.0,498.5,0.23399999999999999,0.09300000000000001,-0.054000000000000006,0.031255,0.343781,-0.9385290000000001,-0.220577,0.337965,-0.9149459999999999,-0.102,0.35200000000000004,0.19,0.0,0.03,0.0,1.43,1.26,0.0,0.33,0.73,0.33,0.45,0.9,0.0,1.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1739,57.933,0.98,1,10.2,43.1,499.2,0.23600000000000002,0.09300000000000001,-0.054000000000000006,-0.007276,0.340319,-0.940282,-0.23521599999999998,0.345928,-0.908299,-0.13,0.355,0.17,0.0,0.02,0.0,1.35,1.26,0.0,0.25,0.68,0.23,0.5,0.9,0.0,1.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1740,57.967,0.98,1,10.0,42.9,500.3,0.239,0.095,-0.055,0.025495,0.354988,-0.934523,-0.2352,0.35427,-0.9050819999999999,-0.114,0.368,0.14,0.0,0.07,0.0,1.38,1.35,0.0,0.27,0.69,0.22,0.47,0.82,0.0,1.17,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1741,58.0,0.98,1,10.0,42.7,501.1,0.243,0.095,-0.057999999999999996,0.038765,0.361195,-0.9316840000000001,-0.20953899999999998,0.365727,-0.9068280000000001,-0.09300000000000001,0.377,0.19,0.0,0.07,0.0,1.36,1.48,0.0,0.28,0.67,0.24,0.52,0.76,0.08,1.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1742,58.033,0.98,1,9.7,42.3,501.1,0.24100000000000002,0.095,-0.057,0.027238,0.352155,-0.9355450000000001,-0.238617,0.357925,-0.902747,-0.114,0.369,0.13,0.0,0.11,0.0,1.39,1.44,0.0,0.28,0.66,0.22,0.43,0.64,0.08,1.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1743,58.067,0.98,1,9.6,41.9,500.4,0.24,0.09699999999999999,-0.057999999999999996,0.02865,0.362634,-0.931491,-0.231673,0.35691999999999996,-0.9049510000000001,-0.11,0.373,0.09,0.0,0.1,0.0,1.38,1.43,0.0,0.3,0.65,0.16,0.48,0.67,0.12,1.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1744,58.1,0.98,1,9.5,41.7,500.7,0.242,0.098,-0.06,0.021152,0.346434,-0.937836,-0.243943,0.36031199999999997,-0.9003700000000001,-0.121,0.36700000000000005,0.02,0.0,0.1,0.0,1.4,1.41,0.0,0.23,0.63,0.15,0.43,0.69,0.06,1.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1745,58.133,0.98,1,9.6,41.6,501.0,0.244,0.098,-0.06,0.021639,0.351937,-0.935774,-0.22025799999999998,0.363144,-0.905325,-0.107,0.37,0.04,0.0,0.05,0.0,1.42,1.47,0.0,0.25,0.61,0.12,0.44,0.72,0.06,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1746,58.167,0.98,1,9.5,41.6,501.2,0.243,0.098,-0.06,0.034268,0.35921,-0.9326270000000001,-0.22343400000000002,0.358948,-0.906219,-0.10300000000000001,0.37200000000000005,0.15,0.0,0.05,0.0,1.48,1.69,0.0,0.28,0.62,0.17,0.46,0.7,0.13,1.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1747,58.2,0.98,1,9.6,41.7,500.6,0.24100000000000002,0.09699999999999999,-0.059000000000000004,0.03253,0.357672,-0.9332809999999999,-0.236896,0.358554,-0.90295,-0.111,0.37200000000000005,0.28,0.0,0.05,0.0,1.53,1.65,0.0,0.33,0.64,0.17,0.46,0.69,0.21,1.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1748,58.233000000000004,0.98,1,9.6,41.8,500.4,0.239,0.094,-0.057999999999999996,0.023638,0.358027,-0.9334120000000001,-0.240639,0.350995,-0.9049280000000001,-0.11699999999999999,0.368,0.29,0.0,0.06,0.0,1.53,1.52,0.0,0.36,0.66,0.27,0.58,0.74,0.21,1.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1749,58.266999999999996,0.98,1,9.5,42.1,500.9,0.239,0.095,-0.057999999999999996,0.010763,0.348926,-0.937089,-0.217092,0.355246,-0.909215,-0.111,0.364,0.21,0.01,0.07,0.0,1.48,1.34,0.0,0.32,0.65,0.3,0.56,0.76,0.12,1.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1750,58.3,0.98,1,9.3,42.2,500.9,0.242,0.094,-0.057999999999999996,0.025698000000000002,0.350559,-0.9361879999999999,-0.22183200000000003,0.353633,-0.9086989999999999,-0.106,0.365,0.09,0.01,0.08,0.0,1.4,1.36,0.0,0.27,0.66,0.31,0.59,0.76,0.06,1.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
1751,58.333,0.98,1,9.3,42.3,501.6,0.245,0.095,-0.062,0.03712,0.355093,-0.9340940000000001,-0.24224,0.35280100000000003,-0.903798,-0.111,0.368,0.03,0.01,0.07,0.0,1.38,1.52,0.0,0.26,0.68,0.27,0.51,0.7,0.1,1.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
1752,58.367,0.98,1,9.1,42.2,500.8,0.244,0.096,-0.062,0.03912,0.350453,-0.9357629999999999,-0.23158600000000001,0.35954200000000003,-0.903934,-0.10400000000000001,0.368,0.01,0.0,0.01,0.0,1.29,1.52,0.0,0.17,0.61,0.24,0.6,0.68,0.14,1.07,0.0,0.0,0.03,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
1753,58.4,0.98,1,9.1,42.0,500.8,0.245,0.098,-0.062,0.045279,0.347614,-0.936544,-0.233026,0.350182,-0.907233,-0.10099999999999999,0.36200000000000004,0.01,0.0,0.0,0.0,1.26,1.69,0.0,0.09,0.56,0.3,0.57,0.68,0.1,1.05,0.0,0.0,0.03,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
1754,58.433,0.98,1,9.1,42.1,501.6,0.243,0.09699999999999999,-0.062,0.04568,0.363005,-0.930667,-0.232006,0.351896,-0.9068309999999999,-0.10099999999999999,0.371,0.01,0.0,0.0,0.0,1.23,1.55,0.0,0.05,0.51,0.27,0.5,0.67,0.08,1.06,0.0,0.0,0.03,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
1755,58.467,0.98,1,9.1,41.9,500.7,0.243,0.09699999999999999,-0.063,0.018503,0.338727,-0.9407030000000001,-0.23003,0.352523,-0.907091,-0.114,0.358,0.01,0.05,0.02,0.0,1.27,1.53,0.0,0.05,0.52,0.24,0.39,0.65,0.11,1.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
1756,58.5,0.98,1,9.1,41.9,500.2,0.24,0.096,-0.062,0.030746,0.35851900000000003,-0.933016,-0.21462699999999998,0.355175,-0.909827,-0.099,0.369,0.01,0.05,0.03,0.0,1.27,1.41,0.0,0.11,0.5,0.1,0.36,0.64,0.11,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
1757,58.533,0.98,1,9.1,41.9,500.0,0.24,0.096,-0.062,0.037864,0.36782,-0.929126,-0.22588200000000003,0.359177,-0.9055209999999999,-0.102,0.377,0.01,0.05,0.04,0.0,1.29,1.57,0.0,0.14,0.49,0.06,0.34,0.7,0.15,1.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
1758,58.567,0.98,1,9.2,41.9,499.8,0.24,0.09699999999999999,-0.063,0.023247999999999998,0.335341,-0.94181,-0.226881,0.35585500000000003,-0.906583,-0.11,0.358,0.0,0.0,0.02,0.05,1.28,1.65,0.0,0.23,0.48,0.01,0.34,0.68,0.18,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
1759,58.6,0.98,1,9.3,42.0,500.6,0.243,0.099,-0.064,0.030503,0.353912,-0.934781,-0.221958,0.371647,-0.90145,-0.10400000000000001,0.376,0.0,0.0,0.01,0.05,1.29,1.6,0.0,0.25,0.5,0.12,0.44,0.7,0.19,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
1760,58.633,0.98,1,9.3,42.2,501.1,0.24600000000000002,0.099,-0.063,0.033505,0.34173600000000004,-0.939199,-0.213588,0.368117,-0.904914,-0.09699999999999999,0.36700000000000005,0.0,0.0,0.09,0.05,1.3,1.56,0.0,0.27,0.51,0.2,0.56,0.7,0.21,1.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
1761,58.667,0.98,1,9.4,42.1,500.4,0.247,0.098,-0.064,0.021179,0.355636,-0.934384,-0.200336,0.36102199999999995,-0.9107850000000001,-0.09699999999999999,0.37,0.0,0.02,0.11,0.0,1.32,1.46,0.0,0.26,0.55,0.19,0.56,0.64,0.16,1.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
1762,58.7,0.98,1,9.5,42.3,499.3,0.245,0.098,-0.064,0.013849,0.35443800000000003,-0.9349770000000001,-0.22063600000000003,0.359054,-0.906863,-0.11199999999999999,0.37,0.0,0.02,0.15,0.0,1.29,1.44,0.0,0.27,0.57,0.14,0.53,0.6,0.19,1.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
1763,58.733000000000004,0.98,1,9.6,42.4,499.8,0.245,0.1,-0.063,0.019209999999999998,0.351163,-0.936117,-0.23474,0.360467,-0.902752,-0.11699999999999999,0.369,0.0,0.02,0.05,0.0,1.27,1.41,0.0,0.18,0.61,0.11,0.41,0.49,0.12,1.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1764,58.766999999999996,0.98,1,9.6,42.5,499.5,0.245,0.1,-0.063,0.015229,0.34975700000000004,-0.936717,-0.235947,0.357023,-0.903805,-0.11900000000000001,0.36700000000000005,0.0,0.0,0.03,0.0,1.21,1.29,0.0,0.15,0.63,0.13,0.41,0.58,0.05,1.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1765,58.8,0.98,1,9.7,42.6,500.2,0.247,0.102,-0.063,0.027509,0.364423,-0.9308270000000001,-0.23558400000000002,0.35981799999999997,-0.902791,-0.113,0.376,0.0,0.0,0.0,0.0,1.13,1.14,0.0,0.19,0.62,0.1,0.45,0.61,0.06,1.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1766,58.833,0.98,1,9.7,42.7,500.3,0.249,0.102,-0.062,0.036866,0.36491599999999996,-0.9303100000000001,-0.24461999999999998,0.368307,-0.8969459999999999,-0.113,0.382,0.0,0.01,0.0,0.0,1.08,1.08,0.0,0.29,0.64,0.14,0.47,0.65,0.08,1.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1767,58.867,0.98,1,9.8,42.8,500.2,0.25,0.10099999999999999,-0.063,0.020755000000000003,0.35877,-0.9331950000000001,-0.24033800000000002,0.367728,-0.8983389999999999,-0.11900000000000001,0.37799999999999995,0.0,0.01,0.0,0.0,1.1,1.09,0.0,0.29,0.66,0.15,0.52,0.59,0.12,1.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1768,58.9,0.98,1,9.8,42.8,499.4,0.24600000000000002,0.1,-0.063,0.029505,0.349525,-0.9364620000000001,-0.241473,0.353702,-0.903651,-0.115,0.365,0.0,0.01,0.0,0.12,1.12,1.17,0.0,0.26,0.66,0.12,0.41,0.57,0.08,1.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1769,58.933,0.98,1,9.9,43.0,499.6,0.247,0.1,-0.064,0.021825999999999998,0.36149000000000003,-0.9321200000000001,-0.23088899999999998,0.36678099999999997,-0.901201,-0.114,0.37799999999999995,0.0,0.0,0.0,0.16,1.1,1.05,0.0,0.27,0.61,0.04,0.43,0.57,0.09,1.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1770,58.967,0.98,1,9.9,42.9,499.0,0.24600000000000002,0.099,-0.063,0.021886000000000003,0.355589,-0.934386,-0.244796,0.364145,-0.898595,-0.121,0.374,0.0,0.0,0.0,0.16,1.11,1.1,0.0,0.26,0.55,0.01,0.34,0.59,0.04,1.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1771,59.0,0.98,1,9.9,43.0,499.2,0.243,0.098,-0.063,0.021679,0.349328,-0.93675,-0.243461,0.356645,-0.90196,-0.12,0.36700000000000005,0.0,0.02,0.0,0.04,1.15,1.13,0.0,0.17,0.55,0.01,0.34,0.57,0.03,1.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1772,59.033,0.98,1,10.0,43.0,498.8,0.244,0.098,-0.064,0.016211,0.354022,-0.935097,-0.20804899999999998,0.363804,-0.9079440000000001,-0.10400000000000001,0.371,0.0,0.02,0.0,0.0,1.2,1.26,0.0,0.1,0.56,0.0,0.25,0.58,0.14,1.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1773,59.067,0.98,1,10.0,43.1,499.2,0.248,0.09699999999999999,-0.064,0.000839,0.34947,-0.936947,-0.242519,0.37130799999999997,-0.896278,-0.131,0.375,0.0,0.02,0.0,0.0,1.22,1.38,0.0,0.12,0.59,0.0,0.27,0.57,0.21,1.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1774,59.1,0.98,1,10.0,43.2,499.2,0.245,0.1,-0.064,0.012828999999999998,0.354311,-0.93504,-0.176369,0.387902,-0.9046690000000001,-0.08900000000000001,0.38299999999999995,0.0,0.0,0.0,0.0,1.18,1.36,0.0,0.12,0.62,0.07,0.24,0.53,0.26,1.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1775,59.133,0.98,1,9.8,43.2,498.3,0.242,0.09699999999999999,-0.062,0.013269,0.35118,-0.936214,-0.23503200000000002,0.36444699999999997,-0.901076,-0.12,0.371,0.0,0.0,0.02,0.0,1.2,1.33,0.0,0.06,0.62,0.07,0.34,0.55,0.13,1.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1776,59.167,0.98,1,9.8,43.4,498.4,0.245,0.098,-0.062,0.012734,0.35573699999999997,-0.934499,-0.23802800000000002,0.358975,-0.902485,-0.122,0.371,0.0,0.0,0.02,0.0,1.15,1.29,0.0,0.08,0.6,0.07,0.4,0.49,0.07,1.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1777,59.2,0.98,1,9.8,43.6,498.9,0.249,0.1,-0.065,0.021138999999999998,0.356837,-0.9339270000000001,-0.238669,0.367338,-0.8989440000000001,-0.11800000000000001,0.376,0.0,0.0,0.02,0.0,1.19,1.4,0.0,0.19,0.56,0.0,0.49,0.47,0.03,1.14,0.02,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1778,59.233000000000004,0.98,1,9.8,43.6,497.5,0.24600000000000002,0.098,-0.064,0.003124,0.356171,-0.934415,-0.22630300000000003,0.36012,-0.905042,-0.121,0.371,0.0,0.0,0.01,0.0,1.14,1.31,0.0,0.25,0.55,0.0,0.47,0.35,0.03,1.13,0.02,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1779,59.266999999999996,0.98,1,9.8,43.8,496.9,0.244,0.09699999999999999,-0.064,0.00128,0.358331,-0.933594,-0.23450900000000002,0.358742,-0.9034989999999999,-0.126,0.37200000000000005,0.0,0.0,0.06,0.0,1.14,1.31,0.0,0.22,0.54,0.0,0.54,0.38,0.02,1.16,0.02,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1780,59.3,0.98,1,9.8,44.1,498.1,0.24600000000000002,0.099,-0.063,0.027247000000000004,0.366817,-0.929894,-0.237765,0.365807,-0.899807,-0.115,0.381,0.01,0.0,0.11,0.0,1.15,1.2,0.0,0.26,0.57,0.13,0.53,0.51,0.05,1.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1781,59.333,0.98,1,10.1,44.3,497.3,0.245,0.094,-0.062,0.0027129999999999997,0.361297,-0.9324469999999999,-0.23756799999999997,0.365676,-0.899912,-0.127,0.37799999999999995,0.01,0.0,0.18,0.0,1.17,1.2,0.0,0.2,0.6,0.23,0.53,0.57,0.09,1.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1782,59.367,0.98,1,10.4,44.7,497.4,0.25,0.096,-0.063,0.026168,0.372872,-0.927514,-0.23508099999999998,0.365991,-0.900437,-0.114,0.384,0.01,0.0,0.14,0.0,1.22,1.06,0.0,0.2,0.61,0.32,0.38,0.59,0.18,1.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
1783,59.4,0.98,1,11.9,45.4,498.0,0.254,0.091,-0.057999999999999996,0.038662,0.371186,-0.927753,-0.23434899999999997,0.384745,-0.8927780000000001,-0.107,0.39399999999999996,0.0,0.0,0.11,0.0,1.21,1.02,0.0,0.1,0.58,0.29,0.44,0.5,0.34,1.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
1784,59.433,0.98,1,12.1,45.5,498.3,0.25,0.09,-0.055,0.027005,0.370554,-0.9284180000000001,-0.24049600000000002,0.358236,-0.902125,-0.11599999999999999,0.379,0.0,0.0,0.04,0.0,1.19,1.08,0.0,0.14,0.54,0.26,0.53,0.51,0.55,1.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
1785,59.467,0.98,1,12.1,45.5,498.6,0.251,0.09,-0.055,0.024394,0.37046100000000004,-0.928528,-0.241774,0.360115,-0.901034,-0.11800000000000001,0.38,0.0,0.0,0.04,0.02,1.2,1.2,0.0,0.16,0.55,0.17,0.59,0.51,0.54,1.16,0.01,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1786,59.5,0.98,1,12.1,45.6,498.8,0.254,0.091,-0.055999999999999994,0.014362,0.362896,-0.9317190000000001,-0.22463400000000003,0.360207,-0.905423,-0.114,0.375,0.0,0.0,0.06,0.02,1.23,1.32,0.0,0.12,0.54,0.11,0.53,0.56,0.34,1.16,0.01,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1787,59.533,0.98,1,12.1,45.6,498.4,0.252,0.091,-0.055999999999999994,0.029069,0.368793,-0.929057,-0.19442,0.363111,-0.911236,-0.09,0.379,0.0,0.0,0.04,0.02,1.26,1.25,0.0,0.09,0.54,0.04,0.52,0.56,0.09,1.13,0.01,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1788,59.567,0.98,1,11.9,45.5,497.5,0.252,0.092,-0.055999999999999994,0.033582,0.370382,-0.928272,-0.22896999999999998,0.370824,-0.900034,-0.106,0.385,0.0,0.0,0.17,0.0,1.25,1.24,0.0,0.06,0.5,0.17,0.5,0.57,0.12,1.14,0.0,0.01,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1789,59.6,0.98,1,11.9,45.6,499.1,0.255,0.096,-0.057,0.051729,0.38613200000000003,-0.920992,-0.206046,0.379154,-0.9021020000000001,-0.084,0.397,0.0,0.0,0.13,0.0,1.21,1.21,0.0,0.09,0.5,0.18,0.47,0.54,0.2,1.09,0.0,0.01,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1790,59.633,0.98,1,11.9,45.5,498.7,0.258,0.094,-0.057999999999999996,0.029845999999999998,0.37499499999999997,-0.9265459999999999,-0.218061,0.374339,-0.9012879999999999,-0.10300000000000001,0.389,0.0,0.0,0.13,0.0,1.18,1.39,0.0,0.11,0.48,0.26,0.39,0.53,0.26,1.07,0.0,0.01,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1791,59.667,0.98,1,11.8,45.6,498.7,0.257,0.094,-0.057999999999999996,0.02943,0.37440100000000004,-0.9268,-0.21756,0.372701,-0.9020870000000001,-0.10300000000000001,0.38799999999999996,0.0,0.0,0.03,0.0,1.14,1.4,0.0,0.14,0.49,0.14,0.41,0.5,0.18,1.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1792,59.7,0.98,1,12.0,45.5,498.1,0.254,0.094,-0.06,0.025312,0.36692600000000003,-0.9299059999999999,-0.21860500000000002,0.377381,-0.8998860000000001,-0.105,0.386,0.0,0.0,0.05,0.0,1.11,1.38,0.0,0.22,0.48,0.14,0.43,0.49,0.2,1.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1793,59.733000000000004,0.98,1,12.1,45.4,497.5,0.251,0.092,-0.059000000000000004,0.015653,0.355775,-0.934441,-0.227345,0.366379,-0.902264,-0.115,0.375,0.0,0.0,0.05,0.0,1.12,1.22,0.0,0.24,0.48,0.16,0.43,0.51,0.22,1.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1794,59.766999999999996,0.98,1,12.5,45.3,499.1,0.253,0.091,-0.057999999999999996,0.013962,0.362794,-0.931765,-0.21077800000000002,0.384151,-0.8988889999999999,-0.107,0.387,0.0,0.0,0.09,0.0,1.13,1.15,0.0,0.24,0.51,0.2,0.4,0.56,0.24,1.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1795,59.8,0.98,1,12.6,45.2,499.3,0.253,0.09,-0.057,0.001857,0.367647,-0.9299629999999999,-0.20614899999999997,0.367996,-0.9066870000000001,-0.111,0.381,0.0,0.0,0.12,0.0,1.19,1.13,0.0,0.2,0.54,0.2,0.39,0.65,0.19,1.12,0.0,0.02,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
