frame,timestamp,confidence,success,pose_Tx,pose_Ty,pose_Tz,pose_Rx,pose_Ry,pose_Rz,gaze_0_x,gaze_0_y,gaze_0_z,gaze_1_x,gaze_1_y,gaze_1_z,gaze_angle_x,gaze_angle_y,AU01_r,AU02_r,AU04_r,AU05_r,AU06_r,AU07_r,AU09_r,AU10_r,AU12_r,AU14_r,AU15_r,AU17_r,AU20_r,AU23_r,AU25_r,AU26_r,AU45_r,AU01_c,AU02_c,AU04_c,AU05_c,AU06_c,AU07_c,AU09_c,AU10_c,AU12_c,AU14_c,AU15_c,AU17_c,AU20_c,AU23_c,AU25_c,AU26_c,AU28_c,AU45_c
2504,83.43299999999999,0.98,1,55.4,-5.3,560.6,0.222,0.187,-0.139,-0.039023,0.280496,-0.9590620000000001,-0.177062,0.321866,-0.9300809999999999,-0.114,0.309,0.0,0.0,1.59,0.0,0.93,0.91,0.05,0.68,0.64,1.77,0.7,0.62,0.0,0.0,0.21,0.3,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2505,83.46700000000001,0.98,1,55.5,-5.3,561.1,0.222,0.18899999999999997,-0.139,-0.044483999999999996,0.280604,-0.958792,-0.171099,0.319383,-0.9320510000000001,-0.114,0.307,0.0,0.0,1.53,0.0,0.96,0.86,0.05,0.69,0.64,1.67,0.76,0.67,0.0,0.0,0.3,0.34,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2506,83.5,0.98,1,55.6,-5.3,561.9,0.223,0.19,-0.139,-0.052902,0.272904,-0.960586,-0.159617,0.304814,-0.938941,-0.111,0.295,0.0,0.0,1.45,0.0,0.93,0.91,0.04,0.67,0.66,1.57,0.83,0.61,0.0,0.0,0.26,0.36,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2507,83.53299999999999,0.98,1,55.7,-5.3,561.4,0.218,0.188,-0.139,-0.030493,0.25798499999999996,-0.9656680000000001,-0.160388,0.310727,-0.9368700000000001,-0.1,0.29,0.0,0.0,1.35,0.0,0.95,0.99,0.03,0.71,0.67,1.55,0.78,0.56,0.0,0.0,0.27,0.38,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2508,83.56700000000001,0.98,1,55.9,-5.2,561.1,0.217,0.187,-0.139,-0.056373,0.25803000000000004,-0.964491,-0.162128,0.308661,-0.9372530000000001,-0.114,0.29,0.0,0.0,1.35,0.0,0.97,1.03,0.06,0.69,0.63,1.6,0.69,0.44,0.0,0.0,0.23,0.35,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2509,83.6,0.98,1,55.9,-5.0,559.9,0.217,0.187,-0.139,-0.04384,0.263789,-0.963584,-0.147124,0.321434,-0.935433,-0.1,0.299,0.0,0.0,1.42,0.0,1.0,0.98,0.06,0.69,0.61,1.65,0.6,0.44,0.0,0.0,0.28,0.41,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2510,83.633,0.98,1,55.9,-5.1,559.9,0.218,0.187,-0.139,-0.043807,0.264461,-0.9634010000000001,-0.148529,0.320416,-0.9355600000000001,-0.10099999999999999,0.299,0.0,0.0,1.53,0.0,1.02,0.83,0.05,0.67,0.57,1.59,0.64,0.45,0.0,0.0,0.36,0.35,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2511,83.667,0.98,1,56.1,-4.9,561.4,0.221,0.191,-0.14,-0.027661,0.26590199999999997,-0.9636030000000001,-0.16501300000000002,0.31765,-0.933739,-0.10099999999999999,0.298,0.0,0.0,1.53,0.0,1.01,0.9,0.02,0.6,0.54,1.55,0.71,0.45,0.0,0.0,0.28,0.28,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2512,83.7,0.98,1,56.0,-4.9,560.5,0.22,0.19,-0.14,-0.022588,0.255203,-0.9666239999999999,-0.172897,0.308569,-0.935356,-0.102,0.28800000000000003,0.0,0.0,1.58,0.0,0.95,0.99,0.02,0.58,0.54,1.51,0.78,0.42,0.0,0.0,0.22,0.14,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2513,83.73299999999999,0.98,1,56.1,-4.8,561.2,0.222,0.18899999999999997,-0.14,-0.002198,0.271045,-0.962564,-0.178661,0.324545,-0.928844,-0.095,0.305,0.0,0.0,1.51,0.0,0.93,1.03,0.0,0.53,0.57,1.6,0.69,0.36,0.0,0.0,0.2,0.15,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2514,83.76700000000001,0.98,1,56.1,-4.5,560.5,0.22399999999999998,0.188,-0.141,-0.028941,0.270635,-0.962247,-0.170336,0.31799499999999997,-0.932666,-0.105,0.301,0.0,0.0,1.47,0.0,0.87,1.0,0.0,0.53,0.62,1.58,0.65,0.36,0.0,0.0,0.25,0.22,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2515,83.8,0.98,1,56.3,-4.3,561.0,0.22399999999999998,0.18899999999999997,-0.141,-0.043754,0.27129699999999995,-0.961501,-0.160052,0.301543,-0.939923,-0.107,0.293,0.0,0.0,1.41,0.0,0.88,1.02,0.01,0.45,0.64,1.71,0.67,0.43,0.0,0.0,0.23,0.26,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2516,83.833,0.98,1,56.3,-3.9,560.0,0.228,0.188,-0.145,-0.029729000000000002,0.26218,-0.9645610000000001,-0.15077000000000002,0.326411,-0.933126,-0.095,0.301,0.0,0.0,1.42,0.0,0.9,1.12,0.01,0.49,0.65,1.62,0.64,0.5,0.0,0.0,0.08,0.2,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2517,83.867,0.98,1,56.0,-3.4,557.7,0.228,0.188,-0.146,-0.043756,0.299161,-0.953199,-0.17003800000000002,0.357973,-0.918119,-0.114,0.33799999999999997,0.0,0.0,1.51,0.0,0.99,1.2,0.02,0.58,0.73,1.74,0.66,0.51,0.0,0.0,0.13,0.27,0.11,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2518,83.9,0.98,1,56.1,-2.7,558.2,0.24100000000000002,0.19,-0.149,-0.041732,0.358259,-0.932689,-0.204402,0.383838,-0.900493,-0.133,0.385,0.0,0.0,1.48,0.0,1.1,1.07,0.07,0.8,0.79,1.8,0.5,0.37,0.0,0.0,0.65,0.41,0.22,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0
2519,83.93299999999999,0.98,1,55.6,-1.9,550.6,0.248,0.177,-0.151,0.011559,0.414567,-0.9099450000000001,-0.236409,0.436692,-0.867992,-0.126,0.447,0.0,0.0,1.46,0.0,1.2,1.11,0.11,1.0,0.88,2.03,0.36,0.24,0.0,0.0,1.19,0.51,0.53,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0
2520,83.96700000000001,0.98,1,55.8,-1.4,551.4,0.253,0.177,-0.152,0.014827000000000002,0.421566,-0.906676,-0.23642600000000003,0.441155,-0.865728,-0.124,0.45299999999999996,0.0,0.0,1.51,0.0,1.27,1.13,0.19,1.1,0.96,2.21,0.14,0.1,0.0,0.0,1.75,0.44,0.7,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0
2521,84.0,0.98,1,56.0,-1.1,552.7,0.259,0.175,-0.152,-0.010983,0.405875,-0.9138629999999999,-0.21979200000000002,0.423196,-0.878975,-0.128,0.433,0.0,0.0,1.59,0.0,1.31,1.3,0.24,1.07,1.02,2.32,0.03,0.04,0.0,0.0,1.81,0.5,0.85,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0
2522,84.03299999999999,0.98,1,56.3,-0.8,554.1,0.26,0.17800000000000002,-0.151,-0.012791,0.411508,-0.911316,-0.184064,0.440147,-0.878858,-0.11,0.444,0.0,0.0,1.62,0.0,1.32,1.14,0.29,0.99,1.08,2.28,0.0,0.0,0.0,0.0,1.8,0.54,0.87,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0
2523,84.06700000000001,0.98,1,56.3,-0.6,554.6,0.26,0.177,-0.151,0.004431,0.42308,-0.9060809999999999,-0.190531,0.437605,-0.878749,-0.10400000000000001,0.449,0.0,0.0,1.53,0.0,1.35,0.98,0.28,0.96,1.07,2.17,0.0,0.04,0.0,0.0,1.57,0.55,0.97,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0
2524,84.1,0.98,1,56.3,-0.5,553.8,0.257,0.177,-0.14800000000000002,-0.004835,0.42568199999999995,-0.90486,-0.206873,0.44369200000000003,-0.871975,-0.11900000000000001,0.455,0.0,0.0,1.53,0.0,1.33,0.98,0.23,0.91,1.1,2.13,0.02,0.04,0.0,0.0,1.55,0.45,1.07,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0
2525,84.133,0.98,1,56.0,-0.5,551.9,0.255,0.175,-0.147,-0.008981999999999999,0.404649,-0.914428,-0.24010900000000002,0.44295,-0.8637950000000001,-0.139,0.445,0.0,0.0,1.49,0.0,1.35,0.94,0.21,0.96,1.09,2.16,0.06,0.12,0.0,0.0,1.58,0.46,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0
2526,84.167,0.98,1,55.8,-0.4,549.7,0.248,0.174,-0.145,-0.008887,0.403481,-0.9149450000000001,-0.306132,0.45246400000000003,-0.837591,-0.17800000000000002,0.45399999999999996,0.0,0.0,1.5,0.0,1.32,0.89,0.16,0.97,1.09,2.15,0.06,0.22,0.0,0.0,1.66,0.59,0.94,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0
2527,84.2,0.98,1,55.7,-0.3,552.1,0.258,0.175,-0.146,-0.003998,0.412351,-0.9110159999999999,-0.25484,0.451924,-0.854881,-0.146,0.455,0.0,0.0,1.4,0.0,1.33,0.72,0.16,1.05,1.06,2.02,0.04,0.22,0.0,0.0,1.63,0.77,0.86,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0
2528,84.23299999999999,0.98,1,55.5,-0.2,550.9,0.252,0.177,-0.147,-0.008206,0.412892,-0.9107430000000001,-0.279042,0.453632,-0.846377,-0.162,0.45799999999999996,0.0,0.0,1.44,0.0,1.35,0.64,0.12,0.95,1.05,1.93,0.0,0.19,0.0,0.0,1.53,0.8,1.02,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0
2529,84.26700000000001,0.98,1,55.2,-0.1,550.4,0.253,0.17600000000000002,-0.147,0.005335,0.39455300000000004,-0.918858,-0.292441,0.454632,-0.841302,-0.162,0.45,0.0,0.0,1.42,0.0,1.36,0.68,0.15,0.99,1.06,1.99,0.0,0.06,0.0,0.0,1.43,0.67,0.99,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0
2530,84.3,0.98,1,54.6,0.2,550.6,0.256,0.18,-0.14800000000000002,-0.006948,0.406384,-0.913676,-0.282654,0.46039300000000005,-0.841514,-0.16399999999999998,0.45899999999999996,0.0,0.0,1.37,0.0,1.35,0.75,0.11,1.02,1.11,2.04,0.02,0.06,0.0,0.0,1.38,0.46,1.04,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0
2531,84.333,0.98,1,54.6,0.5,552.7,0.26,0.183,-0.149,-0.023763999999999997,0.41237299999999993,-0.9107049999999999,-0.257765,0.45903299999999997,-0.8502040000000001,-0.159,0.46,0.0,0.0,1.31,0.0,1.34,0.97,0.14,1.09,1.12,2.11,0.02,0.05,0.0,0.0,1.49,0.41,1.07,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0
2532,84.367,0.98,1,54.3,0.6,553.3,0.256,0.18100000000000002,-0.14800000000000002,-0.034645,0.41566099999999995,-0.90886,-0.228848,0.45963000000000004,-0.8581200000000001,-0.14800000000000002,0.46,0.0,0.0,1.2,0.0,1.26,1.1,0.06,1.03,1.1,2.01,0.08,0.13,0.0,0.0,1.55,0.41,1.21,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0
2533,84.4,0.98,1,54.1,0.6,553.2,0.256,0.182,-0.14800000000000002,0.010879999999999999,0.395108,-0.9185700000000001,-0.288707,0.462417,-0.8383430000000001,-0.157,0.45399999999999996,0.0,0.0,1.24,0.0,1.26,1.28,0.06,0.93,1.08,2.08,0.08,0.2,0.0,0.0,1.58,0.47,1.37,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0
2534,84.43299999999999,0.98,1,53.9,0.6,554.0,0.26,0.184,-0.149,0.010204000000000001,0.400357,-0.9163020000000001,-0.26111,0.47752100000000003,-0.838925,-0.142,0.46399999999999997,0.0,0.0,1.31,0.0,1.22,1.28,0.07,0.94,1.09,2.09,0.08,0.21,0.0,0.0,1.52,0.33,1.43,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0
2535,84.46700000000001,0.98,1,53.5,0.7,552.6,0.254,0.184,-0.15,0.006753,0.398194,-0.917277,-0.284593,0.46105799999999997,-0.8404950000000001,-0.157,0.455,0.0,0.0,1.45,0.0,1.26,1.17,0.07,0.99,1.13,2.16,0.06,0.19,0.0,0.0,1.49,0.25,1.43,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0
2536,84.5,0.98,1,53.1,0.7,550.8,0.25,0.183,-0.15,0.002343,0.383581,-0.9235040000000001,-0.289871,0.46443199999999996,-0.8368260000000001,-0.162,0.449,0.0,0.0,1.5,0.0,1.25,0.86,0.1,1.06,1.12,2.17,0.05,0.19,0.0,0.0,1.46,0.12,1.37,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0
2537,84.53299999999999,0.98,1,53.1,0.7,552.4,0.255,0.18600000000000003,-0.15,-0.00286,0.399855,-0.916574,-0.27820500000000004,0.459362,-0.843557,-0.158,0.45399999999999996,0.0,0.0,1.45,0.0,1.28,0.79,0.1,1.02,1.12,2.16,0.1,0.24,0.0,0.0,1.52,0.14,1.43,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0
2538,84.56700000000001,0.98,1,53.0,0.7,553.3,0.258,0.187,-0.152,-0.016308,0.399733,-0.916487,-0.252973,0.456912,-0.8527809999999999,-0.151,0.451,0.0,0.0,1.48,0.0,1.36,0.8,0.16,1.03,1.17,2.22,0.09,0.21,0.0,0.0,1.62,0.11,1.49,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0
2539,84.6,0.98,1,52.9,0.7,553.1,0.262,0.18899999999999997,-0.155,0.0072569999999999996,0.403918,-0.914766,-0.251357,0.45883999999999997,-0.852224,-0.13699999999999998,0.45399999999999996,0.0,0.0,1.43,0.0,1.42,0.97,0.18,1.05,1.23,2.23,0.09,0.18,0.0,0.0,1.65,0.12,1.57,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0
2540,84.633,0.98,1,52.7,0.7,551.7,0.256,0.187,-0.154,0.005787,0.40574499999999997,-0.913968,-0.262212,0.467376,-0.844277,-0.145,0.461,0.0,0.0,1.47,0.0,1.44,1.02,0.17,1.13,1.25,2.32,0.06,0.16,0.0,0.0,1.65,0.15,1.38,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0
2541,84.667,0.98,1,52.8,0.7,552.9,0.255,0.188,-0.154,-0.007047,0.394841,-0.9187219999999999,-0.28197300000000003,0.45792200000000005,-0.843089,-0.163,0.451,0.0,0.0,1.42,0.0,1.44,1.06,0.17,1.07,1.26,2.28,0.07,0.12,0.0,0.0,1.68,0.21,1.29,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0
2542,84.7,0.98,1,52.8,0.7,553.3,0.258,0.19,-0.154,-0.028418000000000002,0.402848,-0.914826,-0.262536,0.45796899999999996,-0.849317,-0.163,0.45399999999999996,0.0,0.0,1.36,0.0,1.43,1.02,0.11,1.07,1.25,2.29,0.07,0.11,0.0,0.0,1.74,0.23,1.19,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0
2543,84.73299999999999,0.98,1,52.9,0.8,554.2,0.263,0.19,-0.156,-0.038731,0.38924000000000003,-0.920322,-0.287306,0.45780299999999996,-0.8413510000000001,-0.183,0.44799999999999995,0.0,0.0,1.3,0.0,1.45,0.98,0.09,1.04,1.29,2.31,0.11,0.1,0.0,0.0,1.73,0.25,1.2,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0
2544,84.76700000000001,0.98,1,52.7,0.9,552.3,0.257,0.187,-0.154,0.005251,0.383972,-0.9233299999999999,-0.272049,0.464243,-0.842893,-0.15,0.44799999999999995,0.0,0.0,1.28,0.0,1.45,1.11,0.04,1.02,1.29,2.32,0.1,0.1,0.0,0.0,1.71,0.26,1.23,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0
2545,84.8,0.98,1,52.8,0.9,553.9,0.261,0.191,-0.155,-0.01113,0.385383,-0.922689,-0.23309499999999997,0.467979,-0.8524450000000001,-0.13699999999999998,0.44799999999999995,0.0,0.0,1.29,0.0,1.46,1.12,0.04,1.05,1.35,2.36,0.13,0.07,0.0,0.0,1.78,0.36,1.24,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0
2546,84.833,0.98,1,52.6,1.0,551.9,0.258,0.187,-0.154,0.0059039999999999995,0.391571,-0.9201290000000001,-0.269727,0.472505,-0.839039,-0.149,0.457,0.0,0.0,1.34,0.0,1.47,1.05,0.0,1.16,1.35,2.36,0.06,0.06,0.0,0.0,1.74,0.26,1.36,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0
2547,84.867,0.98,1,52.6,1.1,551.1,0.26,0.187,-0.157,-0.0011300000000000001,0.401661,-0.9157879999999999,-0.271996,0.460347,-0.845044,-0.154,0.455,0.0,0.0,1.35,0.0,1.49,0.94,0.06,1.32,1.39,2.47,0.03,0.06,0.0,0.0,1.76,0.3,1.44,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0
2548,84.9,0.98,1,52.9,1.2,553.4,0.265,0.192,-0.158,-0.012659,0.40016999999999997,-0.9163530000000001,-0.252751,0.459031,-0.851708,-0.149,0.452,0.0,0.0,1.43,0.0,1.45,1.01,0.1,1.32,1.32,2.46,0.03,0.08,0.0,0.0,1.65,0.12,1.5,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0
2549,84.93299999999999,0.98,1,53.2,1.3,555.3,0.266,0.192,-0.16,-0.007189,0.40055799999999997,-0.916243,-0.23227899999999999,0.451896,-0.8612989999999999,-0.134,0.447,0.0,0.0,1.46,0.0,1.43,1.2,0.15,1.32,1.28,2.46,0.09,0.03,0.0,0.0,1.77,0.13,1.51,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0
2550,84.96700000000001,0.98,1,53.3,1.4,554.2,0.263,0.187,-0.158,-0.010137,0.393364,-0.919327,-0.26364299999999996,0.454445,-0.850865,-0.153,0.447,0.0,0.0,1.44,0.0,1.36,1.22,0.09,1.24,1.26,2.37,0.14,0.04,0.0,0.0,1.71,0.1,1.42,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0
2551,85.0,0.98,1,53.6,1.6,555.5,0.259,0.19,-0.157,0.036047,0.380841,-0.9239370000000001,-0.245629,0.45072799999999996,-0.858202,-0.11699999999999999,0.43700000000000006,0.0,0.0,1.38,0.0,1.39,1.29,0.04,1.25,1.28,2.44,0.24,0.05,0.0,0.0,1.7,0.15,1.44,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0
2552,85.03299999999999,0.98,1,53.7,1.5,554.3,0.265,0.188,-0.156,0.016665,0.382809,-0.9236770000000001,-0.256898,0.46586400000000006,-0.846743,-0.135,0.447,0.0,0.0,1.28,0.0,1.36,1.27,0.02,1.15,1.3,2.42,0.29,0.05,0.0,0.0,1.71,0.21,1.36,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0
2553,85.06700000000001,0.98,1,53.9,1.7,553.5,0.263,0.184,-0.156,0.015633,0.393909,-0.919017,-0.25148899999999996,0.47002,-0.8460700000000001,-0.133,0.455,0.0,0.0,1.37,0.0,1.38,1.29,0.02,1.16,1.34,2.42,0.26,0.04,0.0,0.0,1.86,0.24,1.39,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0
2554,85.1,0.98,1,54.2,1.7,555.0,0.263,0.18600000000000003,-0.156,-0.016861,0.381742,-0.9241149999999999,-0.246912,0.45524799999999993,-0.8554440000000001,-0.147,0.44,0.0,0.0,1.41,0.0,1.38,1.24,0.02,1.16,1.33,2.35,0.16,0.0,0.0,0.0,2.01,0.21,1.3,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0
2555,85.133,0.98,1,54.3,1.8,553.9,0.263,0.184,-0.157,-0.019355,0.379952,-0.9248040000000001,-0.208344,0.46545699999999995,-0.8601989999999999,-0.127,0.442,0.0,0.0,1.49,0.0,1.42,1.18,0.04,1.15,1.32,2.29,0.1,0.01,0.0,0.0,2.01,0.24,1.35,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0
2556,85.167,0.98,1,54.5,1.9,555.9,0.268,0.187,-0.158,-0.018721,0.386527,-0.9220879999999999,-0.251183,0.45460900000000004,-0.85454,-0.151,0.442,0.0,0.0,1.41,0.0,1.39,1.07,0.04,1.12,1.25,2.28,0.08,0.08,0.0,0.0,1.98,0.15,1.35,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0
2557,85.2,0.98,1,54.6,2.0,555.7,0.263,0.18600000000000003,-0.157,-0.007737000000000001,0.37748899999999996,-0.925982,-0.207273,0.47193500000000005,-0.856922,-0.12,0.445,0.0,0.0,1.42,0.0,1.39,1.02,0.03,1.11,1.26,2.33,0.05,0.08,0.0,0.0,1.96,0.16,1.42,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0
2558,85.23299999999999,0.98,1,54.6,1.9,553.5,0.27699999999999997,0.187,-0.16,-0.043135,0.41697799999999996,-0.9078930000000001,-0.220479,0.470483,-0.8544200000000001,-0.14800000000000002,0.467,0.0,0.0,1.35,0.0,1.42,1.12,0.01,1.18,1.32,2.4,0.02,0.09,0.0,0.0,2.17,0.38,1.37,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0
2559,85.26700000000001,0.98,1,54.3,1.7,548.0,0.275,0.183,-0.157,-0.0046630000000000005,0.420038,-0.907495,-0.25798899999999997,0.486583,-0.834673,-0.15,0.48,0.0,0.0,1.35,0.0,1.47,1.18,0.04,1.31,1.44,2.45,0.01,0.02,0.0,0.0,2.45,0.7,1.4,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0
2560,85.3,0.98,1,54.7,1.4,548.6,0.273,0.18600000000000003,-0.156,0.0061600000000000005,0.397884,-0.917415,-0.257604,0.480592,-0.838255,-0.142,0.46399999999999997,0.0,0.0,1.29,0.0,1.48,1.24,0.04,1.32,1.45,2.39,0.0,0.02,0.0,0.0,2.62,0.95,1.49,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0
2561,85.333,0.98,1,54.9,1.1,549.7,0.266,0.188,-0.154,-0.010654,0.405233,-0.914151,-0.24422,0.48338000000000003,-0.8406549999999999,-0.14400000000000002,0.469,0.0,0.0,1.27,0.0,1.45,1.18,0.08,1.29,1.38,2.44,0.04,0.04,0.0,0.0,2.45,0.94,1.5,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0
